"","Year_adjusted","Season","Outflow","X2","Export"
"63",1985,"Summer",4054.34782608696,86.0892863984409,8817.82608695652
"64",1985,"Winter",20758.9,68.0453973444817,7294.42222222222
"65",1986,"Fall",9698.78021978022,78.6126765344646,8321.07692307692
"66",1986,"Spring",77599.5434782609,54.5712139220634,4763.33695652174
"67",1986,"Summer",7167.85869565217,78.3555949143053,8357.5652173913
"68",1986,"Winter",72393.3777777778,75.3200408652106,8409.73333333333
"69",1987,"Fall",3268.69230769231,92.7193576059857,6829.41758241758
"70",1987,"Spring",11379.9782608696,77.008030663872,6028.5652173913
"71",1987,"Summer",3291.73913043478,88.5457836131353,8107.88043478261
"72",1987,"Winter",12066.6222222222,76.873482528519,6783.78888888889
"73",1988,"Fall",3994.48351648352,92.1522445888403,6690.15384615385
"74",1988,"Spring",6802.61956521739,85.4285859568413,7826.40217391304
"75",1988,"Summer",3039.0652173913,89.9326743408525,7728.73913043478
"76",1988,"Winter",10862.956043956,80.9562675832268,9806.72527472528
"77",1989,"Fall",5595.86813186813,91.0263237476123,10610.3516483516
"78",1989,"Spring",19414.2391304348,74.4132032454636,9058.47826086957
"79",1989,"Summer",5589.54347826087,83.0213377251997,8912.61956521739
"80",1989,"Winter",5716.4,88.016331259776,8565.92222222222
"81",1990,"Fall",3449.57142857143,91.2195163376638,4531.14285714286
"82",1990,"Spring",5810.8152173913,87.3475971931135,7968.64130434783
"83",1990,"Summer",4419.79347826087,86.1146822515533,5643.41304347826
"84",1990,"Winter",7032.04444444444,83.8494070711394,10563.9
"85",1991,"Fall",3860.32967032967,91.0666719191782,4324.14285714286
"86",1991,"Spring",10790.5,83.7711081819804,6729.08695652174
"87",1991,"Summer",3285.07608695652,89.4085228270988,2936.33695652174
"88",1991,"Winter",5857.43333333333,85.0824533244927,4937.76666666667
"89",1992,"Fall",3951.89010989011,89.1684516237962,2990.49450549451
"90",1992,"Spring",7613.13043478261,79.5015569354831,5210.9347826087
"91",1992,"Summer",3073.94565217391,90.2428094224252,2208.57608695652
"92",1992,"Winter",13946.3626373626,81.7508314441108,5231.46153846154
"93",1993,"Fall",5925.78021978022,83.3012433008644,9707.81318681319
"94",1993,"Spring",44486.2934782609,59.5889657476842,5089.76086956522
"95",1993,"Summer",15188.75,71.3975607570478,8099.64130434783
"96",1993,"Winter",41052.8111111111,71.6606647085783,8333.65555555556
"97",1994,"Fall",4676.87912087912,87.5309426945507,6394.17582417582
"98",1994,"Spring",8903.4347826087,76.431174074177,2841.94565217391
"99",1994,"Summer",3871.22826086957,86.5824152717316,4320.79347826087
"100",1994,"Winter",14368.7222222222,76.2074898900471,7520.41111111111
"101",1995,"Fall",13108.7362637363,74.2751745196256,6864.92307692308
"102",1995,"Spring",130267.076086957,49.4309401180437,3662.4347826087
"103",1995,"Summer",27937.347826087,62.6900445187861,9292.05434782609
"104",1995,"Winter",63000.3666666667,68.7688711731111,9435.44444444445
"105",1996,"Fall",7337.14285714286,81.7136915093754,10149.1428571429
"106",1996,"Spring",59252.2391304348,55.5678426162671,4287.08695652174
"107",1996,"Summer",11296.6413043478,72.5044036976434,10533.3369565217
"108",1996,"Winter",60834.2527472528,66.1924253082549,7100.23076923077
"109",1997,"Fall",6261.57142857143,84.2918681318681,9495.35164835165
"110",1997,"Spring",20176.6195652174,65.4604347826087,5067.39130434783
"111",1997,"Summer",8807.92391304348,77.2805434782609,8906.29347826087
"112",1997,"Winter",156399.3,53.2035555555556,4356.87777777778
"113",1998,"Fall",17602.3516483516,70.8951648351648,7759.05494505495
"114",1998,"Spring",86775.0326086956,49.8532608695652,2524.67391304348
"115",1998,"Summer",40671.5108695652,59.4442391304348,7620.94565217391
"116",1998,"Winter",98663.9222222222,64.5292222222222,7340.87777777778
"117",1999,"Fall",5294.02197802198,84.8330769230769,10123.8131868132
"118",1999,"Spring",42350.4673913043,58.3608695652174,5195.5
"119",1999,"Summer",10082.9565217391,74.6547826086957,9140.4347826087
"120",1999,"Winter",60107.5,60.9618888888889,4060.9
"121",2000,"Fall",5054.94505494505,85.3518681318681,9971.46153846154
"122",2000,"Spring",45960.3043478261,59.2905434782609,5917.59782608696
"123",2000,"Summer",8077.78260869565,76.9715217391304,9824.67391304348
"124",2000,"Winter",40890.9340659341,73.4452747252747,9278.40659340659
"125",2001,"Fall",5537.26373626374,86.9835164835165,6558.34065934066
"126",2001,"Spring",15149.2717391304,72.3692391304348,4664.44565217391
"127",2001,"Summer",5127.32608695652,82.8663043478261,6807.21739130435
"128",2001,"Winter",13392.8,79.4706666666667,7938.81111111111
"129",2002,"Fall",5223.75824175824,86.2895604395604,7177.54945054945
"130",2002,"Spring",14183.9565217391,72.9717391304348,4859.59782608696
"131",2002,"Summer",5661.36956521739,81.1188043478261,9279.3152173913
"132",2002,"Winter",25604,69.9741111111111,9863.61111111111
"133",2003,"Fall",4800.07692307692,86.0603296703297,8938.13186813187
"134",2003,"Spring",26639.7173913043,67.3528260869565,6150.11956521739
"135",2003,"Summer",9452.53260869565,74.8005434782609,11198.347826087
"136",2003,"Winter",36884.1,68.3392222222222,9548.65555555556
"137",2004,"Fall",6662.78021978022,83.1165934065934,8404.6043956044
"138",2004,"Spring",30333.3913043478,64.0573913043478,5844.65217391304
"139",2004,"Summer",6123.36956521739,81.1357608695652,9473.0652173913
"140",2004,"Winter",40774.2417582418,69.1008791208791,10168.1538461538
"141",2005,"Fall",5497.50549450549,83.8252747252747,10822.5054945055
"142",2005,"Spring",39927.847826087,62.8905434782609,5486.1847826087
"143",2005,"Summer",14199.0543478261,70.9896739130435,11356.347826087
"144",2005,"Winter",23627.2555555556,72.8686666666667,9801.43333333333
"145",2006,"Fall",5693.81318681319,82.877032967033,10681.2527472527
"146",2006,"Spring",124798.065217391,49.0366304347826,4579.11956521739
"147",2006,"Summer",17731.6086956522,67.7270652173913,10339.7608695652
"148",2006,"Winter",81231.8555555556,63.0992222222222,9178.26666666667
"149",2007,"Fall",4158.40659340659,87.5040659340659,8032.95604395604
"150",2007,"Spring",11566.1304347826,74.1754347826087,4604.35869565217
"151",2007,"Summer",5624.25,82.2555434782609,8851.02173913043
"152",2007,"Winter",12552.0888888889,79.2185555555556,8621.16666666667
"153",2008,"Fall",4345.61538461538,88.4545054945055,4980.43956043956
"154",2008,"Spring",9996.58695652174,75.2011956521739,2703.07608695652
"155",2008,"Summer",4664.92391304348,84.3945652173913,4800.01086956522
"156",2008,"Winter",18503.6483516484,76.4959340659341,6623.12087912088
"157",2009,"Fall",4984.16483516484,86.4083516483517,5885.1978021978
"158",2009,"Spring",15993.0434782609,71.8802173913043,3710.03260869565
"159",2009,"Summer",5814.8152173913,81.2517391304348,7227.66304347826
"160",2009,"Winter",11700.8777777778,82.0483333333333,3813.25555555556
"161",2010,"Fall",6119.28571428571,84.9367032967033,9765.46153846154
"162",2010,"Spring",20761.2391304348,68.3221739130435,3761.82608695652
"163",2010,"Summer",8995.61956521739,76.8596739130435,9373.60869565217
"164",2010,"Winter",20806.6555555556,76.6502222222222,6087.46666666667
"165",2011,"Fall",10864.3076923077,76.2438461538461,9893.68131868132
"166",2011,"Spring",78677.2826086956,55.1920652173913,5402.69565217391
"167",2011,"Summer",22643.0326086957,66.6559782608696,11133.8369565217
"168",2011,"Winter",38967.3,66.0086666666667,10311.1333333333
"169",2012,"Fall",5210.31868131868,86.0675824175824,8165.15384615385
"170",2012,"Spring",20046.5434782609,70.5909782608696,3093.15217391304
"171",2012,"Summer",6811.22826086957,79.9077173913043,8578.19565217391
"172",2012,"Winter",9160.46153846154,79.4871428571429,6556.94505494505
"173",2013,"Fall",5134.84615384615,85.1242857142857,4853.67032967033
"174",2013,"Spring",10831.6195652174,75.4479347826087,3160.07608695652
"175",2013,"Summer",6123.96739130435,81.1613043478261,7579.9347826087
"176",2013,"Winter",28475.0777777778,68.6338888888889,5504.45555555556
"177",2014,"Fall",4454.74725274725,87.3868131868132,2610.75824175824
"178",2014,"Spring",8273.96739130435,80.0567391304348,3331.26086956522
"179",2014,"Summer",4291.21739130435,86.2796739130435,1851.6847826087
"180",2014,"Winter",6793.21111111111,83.5995555555556,2346.04444444444
"181",2015,"Fall",4777.02197802198,85.917032967033,2025.05494505495
"182",2015,"Spring",6232.33695652174,81.1078260869565,1964.04347826087
"183",2015,"Summer",4675.40217391304,84.9738043478261,1028.16304347826
"184",2015,"Winter",18683.5333333333,75.307,5604.28888888889
"185",2016,"Fall",7162.91208791209,82.8979120879121,8090.49450549451
"186",2016,"Spring",32350.8695652174,66.4340217391304,3437.16304347826
"187",2016,"Summer",7166.6847826087,79.0538043478261,7358.35869565217
"188",2016,"Winter",18251.8241758242,75.5387912087912,4048.20879120879
"189",2017,"Fall",10429.1318681319,76.0554945054945,7789.42857142857
"190",2017,"Spring",98739.6739130435,47.6669565217391,5673.80434782609
"191",2017,"Summer",15871.097826087,69.1247826086957,11372.6413043478
"192",2017,"Winter",145452.3,58.9344444444444,10565.6222222222
"193",2018,"Fall",6311.64835164835,83.821978021978,7444.31868131868
"194",2018,"Spring",27439.7717391304,67.8939130434783,4434.75
"195",2018,"Summer",6568.33695652174,79.7151086956522,6684.45652173913
"196",2018,"Winter",11808.8222222222,76.5674444444444,6421.04444444444
"197",2019,"Fall",10855.021978022,75.3448351648352,5931
"198",2019,"Spring",85507.5434782609,52.1025,4571.21739130435
"199",2019,"Summer",17260.3695652174,69.5308695652174,10157.3586956522
"200",2019,"Winter",40088.0555555556,70.8783333333333,7382.28888888889
"201",2020,"Fall",4565.40659340659,86.6663781363118,NA
"202",2020,"Spring",10242.0652173913,76.3501086956522,3080.78260869565
"203",2020,"Summer",4987.35869565217,83.3446739130435,5664.47826086957
"204",2020,"Winter",13092.9230769231,74.9887912087912,6999.72527472528
"205",2021,"Spring",6877.03260869565,80.5157826673127,NA
"206",2021,"Winter",8402.68888888889,81.443448136158,NA
