Time,A0C85051515,,A0C85051515,,A0C85051515,,A0C85051515,,A0C85051515,,A0C85051515,
and,Water Temp C,,Turbidity FNU,,Specific Conductivity µS/cm,,pH,,Dissolved Oxygen mg/L,,Chlorophyll µg/L,
Date,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual,Point,Qual
8/24/2020 17:00,24.3,1,46.21,1,492,1,7.66,1,5.09,1,2.4,1
8/24/2020 17:15,24.3,1,45.77,1,492,1,7.66,1,5.1,1,2.39,1
8/24/2020 17:30,24.3,1,44.7,1,492,1,7.66,1,5.11,1,2.37,1
8/24/2020 17:45,24.3,1,42.3,1,491,1,7.66,1,5.11,1,2.25,1
8/24/2020 18:00,24.3,1,43.79,1,491,1,7.66,1,5.11,1,2.42,1
8/24/2020 18:15,24.3,1,52.58,1,491,1,7.66,1,5.11,1,2.44,1
8/24/2020 18:30,24.3,1,49.91,1,491,1,7.65,1,5.11,1,2.36,1
8/24/2020 18:45,24.3,1,46.36,1,490,1,7.65,1,5.12,1,2.27,1
8/24/2020 19:00,24.3,1,47.21,1,490,1,7.66,1,5.11,1,2.35,1
8/24/2020 19:15,24.3,1,47.52,1,490,1,7.65,1,5.1,1,2.58,1
8/24/2020 19:30,24.3,1,48.52,1,489,1,7.65,1,5.1,1,2.31,1
8/24/2020 19:45,24.3,1,51.99,1,489,1,7.66,1,5.1,1,2.24,1
8/24/2020 20:00,24.3,1,47.73,1,489,1,7.65,1,5.1,1,2.23,1
8/24/2020 20:15,24.2,1,48.78,1,488,1,7.66,1,5.1,1,2.23,1
8/24/2020 20:30,24.2,1,41.6,1,488,1,7.66,1,5.11,1,2.2,1
8/24/2020 20:45,24.2,1,41.65,1,488,1,7.65,1,5.11,1,2.28,1
8/24/2020 21:00,24.2,1,36.88,1,488,1,7.65,1,5.11,1,2.06,1
8/24/2020 21:15,24.2,1,39.3,1,488,1,7.66,1,5.11,1,2.06,1
8/24/2020 21:30,24.2,1,42.44,1,488,1,7.65,1,5.11,1,2.17,1
8/24/2020 21:45,24.2,1,40.13,1,488,1,7.66,1,5.11,1,2.12,1
8/24/2020 22:00,24.2,1,40.52,1,488,1,7.66,1,5.11,1,2.26,1
8/24/2020 22:15,24.2,1,57.38,1,488,1,7.65,1,5.1,1,2.3,1
8/24/2020 22:30,24.2,1,37.52,1,488,1,7.65,1,5.1,1,2.17,1
8/24/2020 22:45,24.2,1,36.44,1,488,1,7.65,1,5.09,1,2.08,1
8/24/2020 23:00,24.2,1,58.92,1,488,1,7.65,1,5.08,1,2.1,1
8/24/2020 23:15,24.2,1,38.85,1,488,1,7.65,1,5.08,1,2.15,1
8/24/2020 23:30,24.2,1,42.27,1,488,1,7.65,1,5.07,1,2.07,1
8/24/2020 23:45,24.1,1,39.67,1,488,1,7.66,1,5.06,1,2.22,1
8/25/2020 0:00,24.1,1,39.73,1,488,1,7.66,1,5.05,1,2.15,1
8/25/2020 0:15,24.1,1,39.06,1,488,1,7.65,1,5.04,1,2.05,1
8/25/2020 0:30,24.1,1,37.64,1,488,1,7.65,1,5.04,1,2.12,1
8/25/2020 0:45,24.1,1,38,1,488,1,7.65,1,5.01,1,2.12,1
8/25/2020 1:00,24.1,1,46.81,1,488,1,7.64,1,5.01,1,2.09,1
8/25/2020 1:15,24.1,1,35.23,1,488,1,7.65,1,5,1,1.93,1
8/25/2020 1:30,24.1,1,40.09,1,488,1,7.65,1,4.99,1,2.2,1
8/25/2020 1:45,24.1,1,36.25,1,488,1,7.65,1,4.98,1,2.08,1
8/25/2020 2:00,24.1,1,38.57,1,489,1,7.65,1,4.97,1,2.05,1
8/25/2020 2:15,24.1,1,40.26,1,489,1,7.65,1,4.97,1,2.05,1
8/25/2020 2:30,24.1,1,42.72,1,489,1,7.65,1,4.96,1,2.24,1
8/25/2020 2:45,24.1,1,44.49,1,489,1,7.65,1,4.97,1,2.22,1
8/25/2020 3:00,24,1,40.92,1,489,1,7.65,1,4.97,1,2.06,1
8/25/2020 3:15,24,1,44.64,1,489,1,7.64,1,4.96,1,2.13,1
8/25/2020 3:30,24,1,39.95,1,489,1,7.65,1,4.95,1,2.05,1
8/25/2020 3:45,24,1,40.78,1,489,1,7.65,1,4.96,1,2.14,1
8/25/2020 4:00,24,1,38.02,1,489,1,7.65,1,4.95,1,2.14,1
8/25/2020 4:15,24,1,49.75,1,489,1,7.65,1,4.95,1,1.99,1
8/25/2020 4:30,24,1,41.5,1,489,1,7.65,1,4.96,1,2.09,1
8/25/2020 4:45,24,1,38.03,1,489,1,7.65,1,4.96,1,2.38,1
8/25/2020 5:00,23.9,1,38.51,1,489,1,7.65,1,4.96,1,2.1,1
8/25/2020 5:15,23.9,1,46.02,1,489,1,7.65,1,4.95,1,2.1,1
8/25/2020 5:30,23.9,1,46.83,1,489,1,7.65,1,4.95,1,2.3,1
8/25/2020 5:45,23.9,1,45.8,1,490,1,7.65,1,4.95,1,2.22,1
8/25/2020 6:00,23.9,1,38.83,1,490,1,7.65,1,4.94,1,2.27,1
8/25/2020 6:15,23.9,1,38.45,1,490,1,7.65,1,4.94,1,2.45,1
8/25/2020 6:30,23.8,1,45.86,1,491,1,7.65,1,4.94,1,2.39,1
8/25/2020 6:45,23.8,1,49.81,1,491,1,7.65,1,4.94,1,2.48,1
8/25/2020 7:00,23.8,1,46.85,1,491,1,7.65,1,4.93,1,2.31,1
8/25/2020 7:15,23.8,1,43.47,1,492,1,7.65,1,4.93,1,2.46,1
8/25/2020 7:30,23.8,1,43.12,1,492,1,7.65,1,4.92,1,2.49,1
8/25/2020 7:45,23.8,1,45.68,1,492,1,7.65,1,4.93,1,2.41,1
8/25/2020 8:00,23.8,1,50.04,1,493,1,7.65,1,4.93,1,2.4,1
8/25/2020 8:15,23.8,1,49.83,1,493,1,7.65,1,4.93,1,2.44,1
8/25/2020 8:30,23.8,1,49.64,1,493,1,7.65,1,4.93,1,2.38,1
8/25/2020 8:45,23.8,1,52.08,1,493,1,7.65,1,4.92,1,2.41,1
8/25/2020 9:00,23.9,1,47.62,1,494,1,7.65,1,4.91,1,2.46,1
8/25/2020 9:15,23.9,1,45.91,1,494,1,7.65,1,4.91,1,2.52,1
8/25/2020 9:30,23.9,1,45.53,1,494,1,7.65,1,4.91,1,2.96,1
8/25/2020 9:45,23.9,1,45.74,1,494,1,7.66,1,4.92,1,2.47,1
8/25/2020 10:00,24,1,43.33,1,494,1,7.66,1,4.92,1,2.49,1
8/25/2020 10:15,24,1,40.89,1,495,1,7.66,1,4.93,1,2.38,1
8/25/2020 10:30,24,1,49.36,1,495,1,7.66,1,4.93,1,2.41,1
8/25/2020 10:45,24.1,1,47.49,1,495,1,7.66,1,4.93,1,2.35,1
8/25/2020 11:00,24.1,1,48.22,1,496,1,7.66,1,4.93,1,2.54,1
8/25/2020 11:15,24.1,1,48.84,1,496,1,7.66,1,4.95,1,2.53,1
8/25/2020 11:30,24.2,1,44.45,1,497,1,7.67,1,4.95,1,2.65,1
8/25/2020 11:45,24.2,1,44.27,1,497,1,7.67,1,4.95,1,2.66,1
8/25/2020 12:00,24.3,1,48.19,1,498,1,7.67,1,4.96,1,2.78,1
8/25/2020 12:15,24.3,1,43.75,1,498,1,7.67,1,4.97,1,2.7,1
8/25/2020 12:30,24.4,1,43.46,1,499,1,7.67,1,4.98,1,2.6,1
8/25/2020 12:45,24.4,1,44.44,1,499,1,7.67,1,4.99,1,2.64,1
8/25/2020 13:00,24.5,1,50.63,1,499,1,7.67,1,5,1,2.83,1
8/25/2020 13:15,24.5,1,50.69,1,500,1,7.67,1,5,1,2.74,1
8/25/2020 13:30,24.6,1,44.57,1,500,1,7.67,1,5.03,1,2.71,1
8/25/2020 13:45,24.6,1,49.62,1,501,1,7.67,1,5.03,1,2.8,1
8/25/2020 14:00,24.6,1,49.58,1,501,1,7.67,1,5.04,1,2.98,1
8/25/2020 14:15,24.7,1,45,1,501,1,7.67,1,5.04,1,2.68,1
8/25/2020 14:30,24.7,1,47.56,1,501,1,7.68,1,5.05,1,2.82,1
8/25/2020 14:45,24.7,1,46.23,1,501,1,7.67,1,5.06,1,2.7,1
8/25/2020 15:00,24.8,1,46.91,1,502,1,7.67,1,5.05,1,2.62,1
8/25/2020 15:15,24.8,1,46.34,1,502,1,7.68,1,5.06,1,2.57,1
8/25/2020 15:30,24.8,1,43.77,1,502,1,7.67,1,5.06,1,2.6,1
8/25/2020 15:45,24.8,1,44.05,1,502,1,7.67,1,5.07,1,2.71,1
8/25/2020 16:00,24.9,1,57.22,1,502,1,7.67,1,5.07,1,2.73,1
8/25/2020 16:15,24.9,1,42.51,1,502,1,7.67,1,5.08,1,2.46,1
8/25/2020 16:30,24.9,1,31.11,1,503,1,7.67,1,5.08,1,2.53,1
8/25/2020 16:45,24.9,1,48.49,1,503,1,7.68,1,5.1,1,2.59,1
8/25/2020 17:00,24.9,1,48.02,1,503,1,7.67,1,5.1,1,2.52,1
8/25/2020 17:15,24.9,1,41.48,1,503,1,7.67,1,5.11,1,2.61,1
8/25/2020 17:30,24.9,1,47.51,1,503,1,7.67,1,5.11,1,2.63,1
8/25/2020 17:45,24.9,1,48.45,1,503,1,7.67,1,5.11,1,2.55,1
8/25/2020 18:00,24.9,1,46.4,1,503,1,7.67,1,5.12,1,2.68,1
8/25/2020 18:15,24.9,1,50.34,1,503,1,7.67,1,5.12,1,2.59,1
8/25/2020 18:30,24.8,1,45.12,1,503,1,7.67,1,5.12,1,2.51,1
8/25/2020 18:45,24.8,1,43.67,1,503,1,7.67,1,5.13,1,2.44,1
8/25/2020 19:00,24.8,1,40.05,1,503,1,7.67,1,5.12,1,2.66,1
8/25/2020 19:15,24.8,1,53.43,1,503,1,7.67,1,5.12,1,2.45,1
8/25/2020 19:30,24.8,1,47.44,1,503,1,7.68,1,5.13,1,2.51,1
8/25/2020 19:45,24.8,1,43.27,1,503,1,7.67,1,5.13,1,2.47,1
8/25/2020 20:00,24.7,1,46.98,1,503,1,7.66,1,5.13,1,2.52,1
8/25/2020 20:15,24.7,1,47.68,1,503,1,7.66,1,5.12,1,2.52,1
8/25/2020 20:30,24.7,1,45.47,1,503,1,7.65,1,5.12,1,2.65,1
8/25/2020 20:45,24.7,1,47.82,1,503,1,7.66,1,5.12,1,2.37,1
8/25/2020 21:00,24.7,1,48.36,1,503,1,7.66,1,5.13,1,2.42,1
8/25/2020 21:15,24.7,1,40.93,1,503,1,7.66,1,5.12,1,2.33,1
8/25/2020 21:30,24.6,1,43.3,1,503,1,7.66,1,5.12,1,2.36,1
8/25/2020 21:45,24.6,1,41.33,1,503,1,7.65,1,5.11,1,2.51,1
8/25/2020 22:00,24.6,1,41.88,1,503,1,7.66,1,5.11,1,2.46,1
8/25/2020 22:15,24.6,1,41.27,1,503,1,7.66,1,5.1,1,2.28,1
8/25/2020 22:30,24.6,1,39.51,1,503,1,7.65,1,5.09,1,2.31,1
8/25/2020 22:45,24.6,1,42.02,1,503,1,7.66,1,5.09,1,2.13,1
8/25/2020 23:00,24.5,1,48.24,1,503,1,7.66,1,5.09,1,2.28,1
8/25/2020 23:15,24.5,1,40.39,1,503,1,7.65,1,5.07,1,2.27,1
8/25/2020 23:30,24.5,1,38.33,1,503,1,7.65,1,5.06,1,2.29,1
8/25/2020 23:45,24.5,1,41.48,1,503,1,7.64,1,5.06,1,2.36,1
8/26/2020 0:00,24.4,1,39.17,1,502,1,7.65,1,5.04,1,2.2,1
8/26/2020 0:15,24.4,1,39.99,1,502,1,7.65,1,5.04,1,2.32,1
8/26/2020 0:30,24.4,1,41.86,1,502,1,7.65,1,5.03,1,2.2,1
8/26/2020 0:45,24.4,1,41.75,1,502,1,7.65,1,5.02,1,2.39,1
8/26/2020 1:00,24.3,1,38.9,1,502,1,7.64,1,5.02,1,2.25,1
8/26/2020 1:15,24.3,1,39.9,1,502,1,7.64,1,5.01,1,2.23,1
8/26/2020 1:30,24.3,1,37.35,1,502,1,7.64,1,5,1,2.29,1
8/26/2020 1:45,24.3,1,41.51,1,502,1,7.65,1,5,1,2.23,1
8/26/2020 2:00,24.2,1,40.37,1,501,1,7.64,1,4.99,1,2.24,1
8/26/2020 2:15,24.2,1,40.02,1,501,1,7.64,1,4.99,1,2.2,1
8/26/2020 2:30,24.2,1,37.13,1,501,1,7.64,1,4.99,1,2.38,1
8/26/2020 2:45,24.2,1,47.41,1,501,1,7.65,1,4.99,1,2.28,1
8/26/2020 3:00,24.2,1,39.7,1,501,1,7.64,1,4.99,1,2.29,1
8/26/2020 3:15,24.1,1,41,1,500,1,7.65,1,4.99,1,2.17,1
8/26/2020 3:30,24.1,1,38.22,1,500,1,7.64,1,4.98,1,2.24,1
8/26/2020 3:45,24.1,1,40.07,1,500,1,7.64,1,4.97,1,2.32,1
8/26/2020 4:00,24.1,1,36.99,1,500,1,7.64,1,4.98,1,2.18,1
8/26/2020 4:15,24.1,1,36.85,1,500,1,7.65,1,4.98,1,2.2,1
8/26/2020 4:30,24,1,41.99,1,500,1,7.65,1,4.97,1,2.27,1
8/26/2020 4:45,24,1,36.99,1,499,1,7.65,1,4.97,1,2.21,1
8/26/2020 5:00,24,1,41.77,1,499,1,7.64,1,4.97,1,2.22,1
8/26/2020 5:15,24,1,43.18,1,499,1,7.64,1,4.97,1,2.26,1
8/26/2020 5:30,24,1,45.34,1,499,1,7.63,1,4.96,1,2.31,1
8/26/2020 5:45,23.9,1,45.99,1,499,1,7.63,1,4.96,1,2.25,1
8/26/2020 6:00,23.9,1,43.29,1,499,1,7.64,1,4.96,1,2.26,1
8/26/2020 6:15,23.9,1,44.35,1,499,1,7.64,1,4.95,1,2.34,1
8/26/2020 6:30,23.9,1,44.45,1,499,1,7.64,1,4.95,1,2.29,1
8/26/2020 6:45,23.9,1,43.94,1,499,1,7.64,1,4.95,1,2.32,1
8/26/2020 7:00,23.8,1,45.22,1,499,1,7.64,1,4.95,1,2.37,1
8/26/2020 7:15,23.8,1,50.87,1,499,1,7.64,1,4.95,1,2.46,1
8/26/2020 7:30,23.8,1,46.85,1,498,1,7.64,1,4.95,1,2.54,1
8/26/2020 7:45,23.8,1,85.85,1,499,1,7.65,1,4.95,1,2.48,1
8/26/2020 8:00,23.8,1,45.5,1,498,1,7.65,1,4.96,1,2.45,1
8/26/2020 8:15,23.8,1,48.37,1,498,1,7.64,1,4.95,1,2.58,1
8/26/2020 8:30,23.8,1,46.05,1,498,1,7.64,1,4.95,1,2.41,1
8/26/2020 8:45,23.8,1,46.5,1,498,1,7.65,1,4.95,1,2.64,1
8/26/2020 9:00,23.8,1,48.98,1,498,1,7.65,1,4.96,1,2.81,1
8/26/2020 9:15,23.8,1,45.84,1,498,1,7.65,1,4.95,1,2.46,1
8/26/2020 9:30,23.8,1,49.35,1,498,1,7.65,1,4.96,1,2.48,1
8/26/2020 9:45,23.9,1,48.86,1,498,1,7.66,1,4.95,1,2.51,1
8/26/2020 10:00,23.9,1,46.67,1,498,1,7.66,1,4.96,1,2.59,1
8/26/2020 10:15,23.9,1,46.85,1,498,1,7.65,1,4.97,1,2.66,1
8/26/2020 10:30,24,1,48.45,1,498,1,7.66,1,4.97,1,2.66,1
8/26/2020 10:45,24,1,45.43,1,498,1,7.65,1,4.97,1,2.68,1
8/26/2020 11:00,24,1,49.84,1,498,1,7.66,1,4.98,1,2.77,1
8/26/2020 11:15,24.1,1,47.23,1,498,1,7.66,1,4.98,1,2.72,1
8/26/2020 11:30,24.1,1,48.4,1,498,1,7.66,1,4.98,1,2.73,1
8/26/2020 11:45,24.2,1,53.81,1,498,1,7.66,1,4.98,1,2.75,1
8/26/2020 12:00,24.2,1,43.95,1,499,1,7.67,1,4.99,1,2.74,1
8/26/2020 12:15,24.3,1,45.59,1,499,1,7.66,1,5,1,2.75,1
8/26/2020 12:30,24.3,1,47.29,1,499,1,7.66,1,5.01,1,2.64,1
8/26/2020 12:45,24.4,1,45.31,1,499,1,7.67,1,5.02,1,2.81,1
8/26/2020 13:00,24.4,1,59.48,1,499,1,7.67,1,5.03,1,2.76,1
8/26/2020 13:15,24.5,1,43.79,1,499,1,7.66,1,5.03,1,2.7,1
8/26/2020 13:30,24.5,1,40.43,1,499,1,7.66,1,5.03,1,2.66,1
8/26/2020 13:45,24.6,1,44.83,1,499,1,7.67,1,5.04,1,2.81,1
8/26/2020 14:00,24.6,1,44.54,1,499,1,7.67,1,5.05,1,2.66,1
8/26/2020 14:15,24.7,1,44.36,1,499,1,7.67,1,5.05,1,2.59,1
8/26/2020 14:30,24.7,1,50.64,1,499,1,7.67,1,5.06,1,2.66,1
8/26/2020 14:45,24.7,1,46.67,1,499,1,7.67,1,5.07,1,2.67,1
8/26/2020 15:00,24.7,1,44.38,1,499,1,7.67,1,5.08,1,2.46,1
8/26/2020 15:15,24.8,1,45.61,1,499,1,7.67,1,5.09,1,2.74,1
8/26/2020 15:30,24.8,1,42.76,1,499,1,7.67,1,5.1,1,2.63,1
8/26/2020 15:45,24.8,1,49.13,1,498,1,7.67,1,5.12,1,2.44,1
8/26/2020 16:00,24.8,1,42.42,1,498,1,7.67,1,5.12,1,2.55,1
8/26/2020 16:15,24.8,1,50.04,1,498,1,7.67,1,5.13,1,2.55,1
8/26/2020 16:30,24.8,1,45.86,1,498,1,7.67,1,5.13,1,2.45,1
8/26/2020 16:45,24.9,1,41.95,1,498,1,7.67,1,5.14,1,2.55,1
8/26/2020 17:00,24.8,1,44.48,1,497,1,7.67,1,5.14,1,2.75,1
8/26/2020 17:15,24.8,1,50.39,1,497,1,7.67,1,5.14,1,2.58,1
8/26/2020 17:30,24.8,1,45.11,1,497,1,7.66,1,5.15,1,2.48,1
8/26/2020 17:45,24.8,1,45.45,1,497,1,7.67,1,5.15,1,2.54,1
8/26/2020 18:00,24.8,1,46.06,1,497,1,7.67,1,5.15,1,2.36,1
8/26/2020 18:15,24.8,1,44.61,1,497,1,7.66,1,5.16,1,2.43,1
8/26/2020 18:30,24.8,1,46.81,1,496,1,7.66,1,5.15,1,2.43,1
8/26/2020 18:45,24.8,1,58.46,1,496,1,7.66,1,5.15,1,2.56,1
8/26/2020 19:00,24.7,1,40.05,1,496,1,7.66,1,5.15,1,2.51,1
8/26/2020 19:15,24.7,1,44.9,1,496,1,7.66,1,5.16,1,2.52,1
8/26/2020 19:30,24.7,1,43.8,1,496,1,7.66,1,5.16,1,2.42,1
8/26/2020 19:45,24.7,1,43.51,1,496,1,7.66,1,5.16,1,2.52,1
8/26/2020 20:00,24.6,1,44.72,1,496,1,7.66,1,5.17,1,2.43,1
8/26/2020 20:15,24.6,1,42.37,1,496,1,7.66,1,5.17,1,2.31,1
8/26/2020 20:30,24.6,1,42.17,1,496,1,7.66,1,5.17,1,2.51,1
8/26/2020 20:45,24.5,1,43.63,1,496,1,7.66,1,5.17,1,2.45,1
8/26/2020 21:00,24.5,1,41.98,1,496,1,7.66,1,5.18,1,2.61,1
8/26/2020 21:15,24.5,1,44.52,1,496,1,7.66,1,5.19,1,2.5,1
8/26/2020 21:30,24.5,1,37.12,1,496,1,7.66,1,5.19,1,2.34,1
8/26/2020 21:45,24.4,1,41.22,1,496,1,7.66,1,5.19,1,2.36,1
8/26/2020 22:00,24.4,1,39.11,1,496,1,7.65,1,5.18,1,2.34,1
8/26/2020 22:15,24.4,1,41.15,1,496,1,7.65,1,5.18,1,2.29,1
8/26/2020 22:30,24.3,1,40.73,1,496,1,7.66,1,5.18,1,2.28,1
8/26/2020 22:45,24.3,1,40.87,1,496,1,7.65,1,5.18,1,2.29,1
8/26/2020 23:00,24.3,1,36.39,1,496,1,7.66,1,5.17,1,2.15,1
8/26/2020 23:15,24.2,1,41.12,1,496,1,7.66,1,5.18,1,2.22,1
8/26/2020 23:30,24.2,1,44.76,1,496,1,7.65,1,5.17,1,2.27,1
8/26/2020 23:45,24.2,1,42.02,1,496,1,7.65,1,5.17,1,2.29,1
8/27/2020 0:00,24.1,1,42.9,1,496,1,7.65,1,5.17,1,2.3,1
8/27/2020 0:15,24.1,1,39.78,1,497,1,7.65,1,5.16,1,2.21,1
8/27/2020 0:30,24.1,1,38.68,1,497,1,7.65,1,5.16,1,2.4,1
8/27/2020 0:45,24.1,1,50.28,1,497,1,7.66,1,5.16,1,2.39,1
8/27/2020 1:00,24,1,38.73,1,497,1,7.65,1,5.15,1,2.22,1
8/27/2020 1:15,24,1,44.13,1,497,1,7.65,1,5.15,1,2.21,1
8/27/2020 1:30,24,1,42.6,1,497,1,7.65,1,5.15,1,2.22,1
8/27/2020 1:45,23.9,1,40.74,1,497,1,7.65,1,5.13,1,2.26,1
8/27/2020 2:00,23.9,1,39.36,1,497,1,7.66,1,5.14,1,2.35,1
8/27/2020 2:15,23.9,1,38.81,1,497,1,7.65,1,5.14,1,2.25,1
8/27/2020 2:30,23.9,1,39.01,1,497,1,7.66,1,5.13,1,2.32,1
8/27/2020 2:45,23.8,1,37.7,1,497,1,7.65,1,5.12,1,2.27,1
8/27/2020 3:00,23.8,1,38.12,1,497,1,7.65,1,5.12,1,2.3,1
8/27/2020 3:15,23.8,1,39.9,1,497,1,7.65,1,5.11,1,2.31,1
8/27/2020 3:30,23.8,1,40.18,1,497,1,7.65,1,5.1,1,2.25,1
8/27/2020 3:45,23.7,1,39.84,1,497,1,7.65,1,5.09,1,2.34,1
8/27/2020 4:00,23.7,1,38.71,1,497,1,7.66,1,5.09,1,2.28,1
8/27/2020 4:15,23.7,1,39.82,1,497,1,7.66,1,5.09,1,2.31,1
8/27/2020 4:30,23.7,1,34.29,1,497,1,7.65,1,5.07,1,2.17,1
8/27/2020 4:45,23.6,1,39.25,1,497,1,7.65,1,5.07,1,2.21,1
8/27/2020 5:00,23.6,1,38.79,1,497,1,7.65,1,5.06,1,2.38,1
8/27/2020 5:15,23.6,1,44.48,1,497,1,7.65,1,5.05,1,2.24,1
8/27/2020 5:30,23.6,1,43.1,1,496,1,7.65,1,5.04,1,2.4,1
8/27/2020 5:45,23.5,1,46.15,1,496,1,7.65,1,5.03,1,2.32,1
8/27/2020 6:00,23.5,1,37.55,1,496,1,7.65,1,5.02,1,2.42,1
8/27/2020 6:15,23.5,1,36,1,496,1,7.65,1,5.01,1,2.39,1
8/27/2020 6:30,23.5,1,39.72,1,496,1,7.65,1,5,1,2.19,1
8/27/2020 6:45,23.5,1,39.71,1,496,1,7.65,1,5,1,2.5,1
8/27/2020 7:00,23.4,1,42.5,1,496,1,7.65,1,4.99,1,2.44,1
8/27/2020 7:15,23.4,1,39.42,1,496,1,7.65,1,4.98,1,2.66,1
8/27/2020 7:30,23.4,1,39.03,1,496,1,7.65,1,4.99,1,2.45,1
8/27/2020 7:45,23.4,1,35.37,1,496,1,7.65,1,4.98,1,2.43,1
8/27/2020 8:00,23.4,1,36.48,1,495,1,7.66,1,5,1,2.46,1
8/27/2020 8:15,23.4,1,41.41,1,496,1,7.65,1,4.99,1,2.54,1
8/27/2020 8:30,23.4,1,36.88,1,496,1,7.66,1,5,1,2.6,1
8/27/2020 8:45,23.4,1,39.94,1,496,1,7.65,1,5,1,2.49,1
8/27/2020 9:00,23.5,1,39.64,1,496,1,7.66,1,4.99,1,2.49,1
8/27/2020 9:15,23.5,1,39.26,1,496,1,7.66,1,5,1,2.44,1
8/27/2020 9:30,23.5,1,40.26,1,496,1,7.66,1,5,1,2.57,1
8/27/2020 9:45,23.5,1,39.28,1,496,1,7.66,1,5.01,1,2.55,1
8/27/2020 10:00,23.6,1,46.98,1,495,1,7.66,1,5.02,1,2.59,1
8/27/2020 10:15,23.6,1,42.84,1,495,1,7.66,1,5.02,1,2.72,1
8/27/2020 10:30,23.7,1,47.49,1,495,1,7.67,1,5.03,1,2.59,1
8/27/2020 10:45,23.7,1,46.32,1,495,1,7.67,1,5.03,1,2.78,1
8/27/2020 11:00,23.8,1,44.91,1,495,1,7.67,1,5.04,1,2.58,1
8/27/2020 11:15,23.8,1,43.88,1,495,1,7.67,1,5.04,1,2.58,1
8/27/2020 11:30,23.9,1,48.53,1,495,1,7.67,1,5.05,1,2.84,1
8/27/2020 11:45,23.9,1,46.02,1,495,1,7.67,1,5.06,1,2.61,1
8/27/2020 12:00,24,1,50.37,1,494,1,7.67,1,5.06,1,2.72,1
8/27/2020 12:15,24,1,44.02,1,494,1,7.68,1,5.07,1,2.66,1
8/27/2020 12:30,24.1,1,44.58,1,494,1,7.68,1,5.07,1,2.74,1
8/27/2020 12:45,24.1,1,42.58,1,494,1,7.68,1,5.08,1,2.66,1
8/27/2020 13:00,24.2,1,46.28,1,494,1,7.67,1,5.08,1,2.82,1
8/27/2020 13:15,24.3,1,44.17,1,494,1,7.68,1,5.09,1,2.79,1
8/27/2020 13:30,24.3,1,43.74,1,494,1,7.68,1,5.09,1,2.67,1
8/27/2020 13:45,24.4,1,41.81,1,494,1,7.68,1,5.1,1,2.61,1
8/27/2020 14:00,24.4,1,42.01,1,494,1,7.68,1,5.09,1,2.58,1
8/27/2020 14:15,24.4,1,45.45,1,494,1,7.67,1,5.1,1,2.59,1
8/27/2020 14:30,24.5,1,44.68,1,494,1,7.67,1,5.1,1,2.69,1
8/27/2020 14:45,24.5,1,46.77,1,494,1,7.68,1,5.11,1,2.6,1
8/27/2020 15:00,24.5,1,50.95,1,494,1,7.68,1,5.13,1,2.68,1
8/27/2020 15:15,24.6,1,44.97,1,494,1,7.67,1,5.13,1,2.52,1
8/27/2020 15:30,24.6,1,43.8,1,494,1,7.67,1,5.14,1,2.53,1
8/27/2020 15:45,24.6,1,50.3,1,493,1,7.67,1,5.15,1,2.53,1
8/27/2020 16:00,24.6,1,44.85,1,493,1,7.67,1,5.15,1,2.71,1
8/27/2020 16:15,24.7,1,44.86,1,493,1,7.68,1,5.16,1,2.4,1
8/27/2020 16:30,24.7,1,42,1,493,1,7.68,1,5.18,1,2.6,1
8/27/2020 16:45,24.7,1,46.81,1,492,1,7.68,1,5.18,1,2.55,1
8/27/2020 17:00,24.7,1,47.97,1,492,1,7.67,1,5.19,1,2.56,1
8/27/2020 17:15,24.7,1,47.24,1,492,1,7.68,1,5.19,1,2.48,1
8/27/2020 17:30,24.7,1,43.18,1,491,1,7.67,1,5.21,1,2.62,1
8/27/2020 17:45,24.7,1,51.67,1,491,1,7.67,1,5.22,1,2.6,1
8/27/2020 18:00,24.7,1,45.53,1,491,1,7.67,1,5.22,1,2.31,1
8/27/2020 18:15,24.7,1,44.8,1,490,1,7.67,1,5.23,1,2.44,1
8/27/2020 18:30,24.6,1,41.04,1,490,1,7.67,1,5.23,1,2.6,1
8/27/2020 18:45,24.6,1,53.03,1,490,1,7.67,1,5.24,1,2.59,1
8/27/2020 19:00,24.6,1,40.09,1,489,1,7.67,1,5.24,1,2.55,1
8/27/2020 19:15,24.6,1,43.96,1,489,1,7.66,1,5.24,1,2.41,1
8/27/2020 19:30,24.6,1,43.9,1,489,1,7.66,1,5.23,1,2.47,1
8/27/2020 19:45,24.6,1,43.42,1,489,1,7.66,1,5.24,1,2.46,1
8/27/2020 20:00,24.5,1,42.74,1,488,1,7.67,1,5.24,1,2.29,1
8/27/2020 20:15,24.5,1,43.78,1,488,1,7.67,1,5.24,1,2.25,1
8/27/2020 20:30,24.5,1,39.72,1,488,1,7.67,1,5.24,1,2.43,1
8/27/2020 20:45,24.5,1,41.46,1,488,1,7.67,1,5.24,1,2.43,1
8/27/2020 21:00,24.5,1,41.93,1,488,1,7.66,1,5.23,1,2.31,1
8/27/2020 21:15,24.4,1,46.21,1,488,1,7.66,1,5.23,1,2.3,1
8/27/2020 21:30,24.4,1,40.54,1,488,1,7.66,1,5.23,1,2.24,1
8/27/2020 21:45,24.4,1,35.57,1,488,1,7.66,1,5.22,1,2.13,1
8/27/2020 22:00,24.4,1,38.42,1,487,1,7.66,1,5.22,1,2.37,1
